                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.98211,                 2.0881,                 1.4842,                0.50375,                0.48372,                0.46762,                0.24426,                  1.422,                 2.5076,                 2.2372,             0.00047456,             0.00047456,             0.00047456
                      1,                  1.031,                 1.5693,                  1.516,                 0.4531,                0.49299,                0.46117,                0.21617,                 1.8432,                 2.1747,                 2.8661,             0.00094148,             0.00094148,             0.00094148
                      2,                 1.0342,                 1.4248,                 1.5129,                0.48557,                0.54317,                0.49585,                0.25186,                 1.7531,                 1.8101,                 2.6167,               0.001399,               0.001399,               0.001399
                      3,                 1.0058,                 1.3356,                 1.4946,                0.61593,                0.60178,                0.60961,                0.33871,                 1.4067,                 1.5313,                 2.1911,              0.0013866,              0.0013866,              0.0013866
                      4,                0.98564,                  1.287,                 1.4764,                0.68542,                0.62403,                 0.6612,                0.40801,                 1.3106,                 1.4249,                 1.9297,              0.0013866,              0.0013866,              0.0013866
                      5,                0.95122,                 1.2067,                 1.4513,                0.64174,                0.67255,                0.68034,                0.42486,                 1.2228,                  1.261,                 1.8694,              0.0013724,              0.0013724,              0.0013724
                      6,                0.92299,                 1.1589,                 1.4259,                0.69384,                0.63296,                0.68723,                0.43484,                 1.3278,                 1.3385,                 1.9869,              0.0013583,              0.0013583,              0.0013583
                      7,                0.89072,                 1.1138,                 1.4028,                0.71567,                0.65623,                0.70103,                0.43722,                 1.2907,                 1.2681,                 1.9029,              0.0013441,              0.0013441,              0.0013441
                      8,                0.87221,                 1.0969,                  1.389,                0.74129,                0.68205,                0.71749,                0.45412,                 1.2366,                 1.2668,                 1.9284,                0.00133,                0.00133,                0.00133
                      9,                0.85075,                 1.0564,                 1.3724,                0.74688,                0.65045,                0.72116,                0.45156,                 1.2867,                 1.2909,                 1.9301,              0.0013158,              0.0013158,              0.0013158
                     10,                0.83494,                 1.0297,                 1.3526,                0.79791,                 0.6643,                0.74506,                0.47581,                 1.2428,                 1.0756,                 1.8885,              0.0013017,              0.0013017,              0.0013017
                     11,                0.82891,                0.99873,                 1.3512,                0.69375,                0.72115,                0.72072,                0.47398,                 1.1762,                 1.1521,                 1.7795,              0.0012875,              0.0012875,              0.0012875
                     12,                0.80525,                0.97758,                 1.3341,                0.74948,                 0.7324,                0.76512,                0.53244,                 1.1219,                 1.0095,                 1.7541,              0.0012734,              0.0012734,              0.0012734
                     13,                0.81257,                0.95961,                 1.3371,                0.71035,                0.75447,                0.76728,                0.52877,                 1.0856,                 1.0279,                 1.7074,              0.0012592,              0.0012592,              0.0012592
                     14,                0.79604,                0.96713,                 1.3218,                0.72642,                 0.6837,                0.72856,                 0.5053,                 1.0822,                 1.0832,                 1.7031,              0.0012451,              0.0012451,              0.0012451
                     15,                0.79755,                0.95414,                 1.3239,                0.72296,                 0.7211,                0.76478,                0.54621,                 1.0623,                 1.0078,                  1.665,              0.0012309,              0.0012309,              0.0012309
                     16,                0.78081,                0.93376,                 1.3207,                0.76216,                0.73653,                0.78284,                0.55653,                 1.0275,                0.95548,                  1.623,              0.0012168,              0.0012168,              0.0012168
                     17,                0.75958,                0.91369,                  1.306,                0.67929,                0.69088,                 0.7056,                0.51179,                  1.036,                 1.0751,                 1.6484,              0.0012026,              0.0012026,              0.0012026
                     18,                0.75142,                0.88201,                 1.2913,                0.72597,                0.76734,                0.76968,                0.55402,                 1.0257,                0.94833,                 1.6495,              0.0011885,              0.0011885,              0.0011885
                     19,                0.74807,                0.88935,                 1.2907,                0.77785,                0.71788,                 0.7777,                0.57665,                0.95157,                0.93731,                 1.5436,              0.0011744,              0.0011744,              0.0011744
                     20,                0.73451,                0.85543,                 1.2765,                 0.7425,                0.76012,                0.77616,                0.57383,                0.97074,                0.96438,                 1.5588,              0.0011602,              0.0011602,              0.0011602
                     21,                0.72757,                0.86242,                 1.2729,                0.78379,                0.69137,                0.75778,                0.56778,                 0.9826,                 1.0008,                 1.5575,              0.0011461,              0.0011461,              0.0011461
                     22,                0.71273,                0.83853,                  1.269,                0.74485,                0.75854,                0.77722,                0.58458,                0.92851,                0.89305,                  1.531,              0.0011319,              0.0011319,              0.0011319
                     23,                0.70416,                0.82636,                 1.2555,                0.75811,                0.76422,                0.77277,                0.57073,                0.93271,                 0.9347,                 1.5376,              0.0011178,              0.0011178,              0.0011178
                     24,                0.70363,                 0.8109,                 1.2527,                0.77168,                0.72374,                0.77716,                0.58714,                0.94599,                0.92503,                 1.5456,              0.0011036,              0.0011036,              0.0011036
                     25,                0.70318,                0.82473,                 1.2569,                0.75065,                0.78601,                0.75326,                0.56236,                0.94937,                0.91894,                 1.5446,              0.0010895,              0.0010895,              0.0010895
                     26,                0.70155,                0.81197,                 1.2608,                0.75636,                 0.7634,                0.78349,                0.57775,                0.94159,                0.86092,                 1.5335,              0.0010753,              0.0010753,              0.0010753
                     27,                0.68403,                0.79374,                  1.237,                0.77813,                0.79256,                0.80722,                0.61434,                0.90516,                0.78485,                 1.4724,              0.0010612,              0.0010612,              0.0010612
                     28,                 0.6831,                0.78334,                 1.2429,                0.75617,                0.77168,                0.78645,                 0.5896,                 0.9579,                 0.9384,                 1.5503,               0.001047,               0.001047,               0.001047
                     29,                0.66807,                0.78925,                 1.2208,                0.79114,                0.77578,                0.80316,                0.61395,                0.90218,                0.79978,                 1.4802,              0.0010329,              0.0010329,              0.0010329
                     30,                0.67225,                0.76804,                 1.2323,                0.73874,                0.76944,                0.79474,                0.61044,                0.86106,                0.86669,                 1.4455,              0.0010187,              0.0010187,              0.0010187
                     31,                0.68282,                0.78516,                  1.236,                0.80017,                0.75281,                0.79815,                0.60771,                0.93141,                0.84625,                 1.5018,              0.0010046,              0.0010046,              0.0010046
                     32,                0.66928,                0.77218,                  1.227,                0.77499,                0.77499,                0.80576,                 0.6011,                0.92357,                0.81391,                 1.4959,             0.00099044,             0.00099044,             0.00099044
                     33,                0.65067,                0.75173,                  1.212,                0.77798,                0.77627,                 0.8082,                0.62087,                0.86909,                0.80523,                 1.4539,             0.00097629,             0.00097629,             0.00097629
                     34,                0.65746,                0.75677,                 1.2267,                0.80733,                0.71881,                 0.7893,                0.61329,                0.86672,                0.83199,                 1.4331,             0.00096215,             0.00096215,             0.00096215
                     35,                0.65852,                0.74498,                 1.2178,                0.79405,                 0.7618,                0.80518,                0.62439,                0.86606,                0.78564,                  1.451,               0.000948,               0.000948,               0.000948
                     36,                0.63771,                0.73464,                 1.2067,                0.77407,                0.78706,                 0.7956,                0.61743,                0.84983,                0.81967,                 1.4252,             0.00093385,             0.00093385,             0.00093385
                     37,                0.63851,                0.72236,                 1.2036,                0.74058,                0.76429,                 0.7995,                0.61781,                0.86724,                0.87513,                 1.4299,              0.0009197,              0.0009197,              0.0009197
                     38,                0.63414,                0.72144,                 1.1994,                 0.7613,                0.74408,                0.78885,                0.61499,                0.84515,                0.84394,                 1.4202,             0.00090556,             0.00090556,             0.00090556
                     39,                0.62283,                0.71302,                 1.1943,                0.76347,                0.81122,                0.82675,                0.64595,                0.81066,                 0.7372,                 1.3881,             0.00089141,             0.00089141,             0.00089141
                     40,                0.61647,                0.70627,                 1.1841,                0.85252,                0.74679,                0.81763,                0.63564,                0.84027,                 0.7908,                 1.4179,             0.00087726,             0.00087726,             0.00087726
                     41,                 0.6174,                0.70883,                 1.1903,                0.76573,                0.79449,                0.80892,                0.63836,                 0.8169,                0.79481,                 1.3762,             0.00086312,             0.00086312,             0.00086312
                     42,                0.60947,                0.71416,                 1.1805,                0.78772,                0.79597,                0.81802,                0.62949,                0.84577,                0.80194,                 1.4215,             0.00084897,             0.00084897,             0.00084897
                     43,                0.60281,                0.67774,                 1.1797,                0.80348,                0.80694,                0.82264,                0.64688,                0.82114,                0.78409,                 1.4028,             0.00083482,             0.00083482,             0.00083482
                     44,                0.60804,                0.67333,                 1.1751,                0.76402,                0.82096,                0.82542,                 0.6384,                0.83013,                0.76835,                 1.4167,             0.00082067,             0.00082067,             0.00082067
                     45,                0.60084,                0.66903,                 1.1705,                0.81714,                0.78058,                0.82045,                0.64854,                0.82573,                0.74708,                 1.4124,             0.00080653,             0.00080653,             0.00080653
                     46,                 0.6031,                0.66656,                 1.1715,                0.84099,                0.77977,                0.83504,                0.65592,                0.83097,                0.75015,                 1.4115,             0.00079238,             0.00079238,             0.00079238
                     47,                0.59908,                0.66357,                 1.1732,                0.86008,                0.72593,                0.80968,                0.64791,                0.80762,                0.78851,                 1.3867,             0.00077823,             0.00077823,             0.00077823
                     48,                  0.595,                0.66419,                 1.1714,                0.79463,                0.80314,                0.81703,                 0.6394,                 0.8131,                0.76262,                 1.4063,             0.00076409,             0.00076409,             0.00076409
                     49,                0.58905,                0.66606,                 1.1745,                0.85526,                0.74669,                0.82463,                0.65984,                0.78624,                0.75374,                 1.3588,             0.00074994,             0.00074994,             0.00074994
                     50,                0.57954,                0.65269,                 1.1549,                0.83836,                0.77243,                 0.8215,                0.63952,                0.81855,                0.74728,                 1.4093,             0.00073579,             0.00073579,             0.00073579
                     51,                0.58362,                0.63658,                 1.1662,                0.75121,                0.83473,                 0.8267,                 0.6454,                0.81018,                 0.7539,                 1.3969,             0.00072164,             0.00072164,             0.00072164
                     52,                0.57259,                 0.6369,                 1.1563,                0.77933,                0.81092,                0.82416,                0.65232,                0.80093,                0.74284,                 1.3909,              0.0007075,              0.0007075,              0.0007075
                     53,                0.56697,                0.62677,                 1.1502,                0.77068,                0.83294,                0.83268,                0.65889,                0.78165,                0.72759,                 1.3632,             0.00069335,             0.00069335,             0.00069335
                     54,                0.55932,                0.61274,                 1.1434,                0.77015,                0.83181,                0.83597,                0.66328,                0.78714,                0.73487,                 1.3621,              0.0006792,              0.0006792,              0.0006792
                     55,                0.56136,                0.61748,                 1.1437,                0.79187,                  0.786,                0.82937,                0.65567,                0.78423,                0.76391,                 1.3593,             0.00066506,             0.00066506,             0.00066506
                     56,                0.56295,                0.61636,                 1.1437,                0.81389,                 0.7852,                0.82535,                0.65699,                0.77989,                0.75317,                 1.3574,             0.00065091,             0.00065091,             0.00065091
                     57,                0.55598,                0.61881,                 1.1428,                0.81289,                0.76329,                0.83301,                0.66265,                0.81024,                0.73577,                  1.387,             0.00063676,             0.00063676,             0.00063676
                     58,                0.56163,                0.60465,                 1.1439,                0.78525,                 0.8153,                0.82894,                0.67268,                0.77124,                0.74324,                 1.3367,             0.00062262,             0.00062262,             0.00062262
                     59,                0.55564,                0.62891,                 1.1416,                0.81065,                0.75806,                0.81992,                0.65395,                0.78356,                0.75334,                 1.3546,             0.00060847,             0.00060847,             0.00060847
                     60,                0.54029,                 0.5952,                 1.1293,                0.81538,                0.76263,                0.82319,                0.65774,                0.78547,                0.74788,                 1.3597,             0.00059432,             0.00059432,             0.00059432
                     61,                0.53393,                0.57939,                 1.1278,                 0.8473,                 0.7682,                0.83859,                0.67109,                0.78146,                0.70582,                 1.3539,             0.00058017,             0.00058017,             0.00058017
                     62,                0.54113,                0.58705,                 1.1325,                0.82493,                0.74983,                0.82925,                0.67533,                0.76411,                0.73096,                 1.3358,             0.00056603,             0.00056603,             0.00056603
                     63,                0.53926,                0.58679,                 1.1272,                0.78815,                0.81346,                0.83401,                0.66195,                0.78355,                0.74336,                 1.3506,             0.00055188,             0.00055188,             0.00055188
                     64,                 0.5392,                0.59241,                 1.1262,                0.79207,                0.77776,                0.82193,                0.66318,                0.76934,                 0.7315,                   1.35,             0.00053773,             0.00053773,             0.00053773
                     65,                0.53064,                0.59449,                 1.1222,                0.82019,                0.75526,                0.81973,                0.65315,                  0.779,                0.73512,                 1.3624,             0.00052359,             0.00052359,             0.00052359
                     66,                0.52024,                0.56848,                 1.1168,                0.78874,                0.81653,                0.83194,                0.65831,                0.80135,                0.73076,                 1.3931,             0.00050944,             0.00050944,             0.00050944
                     67,                0.51784,                0.56209,                 1.1163,                 0.8006,                0.80574,                0.83608,                0.66953,                0.78324,                0.71626,                 1.3635,             0.00049529,             0.00049529,             0.00049529
                     68,                0.52767,                0.56162,                 1.1221,                0.79416,                0.79667,                0.83498,                0.66093,                0.79737,                0.71086,                 1.3829,             0.00048114,             0.00048114,             0.00048114
                     69,                0.50974,                0.55121,                  1.112,                 0.8185,                0.78005,                0.82509,                0.65952,                0.77618,                 0.7248,                 1.3577,               0.000467,               0.000467,               0.000467
                     70,                0.51058,                0.54878,                 1.1121,                0.82899,                0.76669,                0.82985,                0.66341,                0.77215,                0.73389,                 1.3423,             0.00045285,             0.00045285,             0.00045285
                     71,                0.51138,                0.56171,                 1.1054,                0.84347,                0.75029,                0.82666,                0.65667,                0.76342,                0.72678,                 1.3486,              0.0004387,              0.0004387,              0.0004387
                     72,                  0.505,                0.53711,                  1.108,                0.80247,                0.79138,                0.82591,                0.66457,                0.74907,                0.72817,                 1.3196,             0.00042456,             0.00042456,             0.00042456
                     73,                0.51543,                0.57783,                 1.1094,                0.76848,                0.82382,                0.82917,                0.66945,                0.76223,                0.69528,                 1.3438,             0.00041041,             0.00041041,             0.00041041
                     74,                0.50209,                0.53687,                 1.1003,                0.77632,                0.79532,                0.83504,                0.66894,                0.75713,                0.71221,                 1.3232,             0.00039626,             0.00039626,             0.00039626
                     75,                0.49275,                0.53057,                  1.099,                0.85309,                0.77592,                0.83615,                0.67177,                0.76051,                0.71774,                 1.3323,             0.00038211,             0.00038211,             0.00038211
                     76,                 0.4929,                0.52609,                 1.0995,                0.79759,                0.76838,                 0.8268,                0.66801,                0.76875,                0.73055,                  1.336,             0.00036797,             0.00036797,             0.00036797
                     77,                0.49244,                0.51512,                 1.0923,                0.82623,                0.77171,                0.83005,                0.66778,                0.75977,                0.71032,                 1.3335,             0.00035382,             0.00035382,             0.00035382
                     78,                0.49184,                0.52178,                 1.0987,                0.81648,                0.78952,                0.83414,                0.66247,                0.76646,                0.71505,                 1.3491,             0.00033967,             0.00033967,             0.00033967
                     79,                0.48366,                0.51611,                  1.093,                0.78325,                0.79737,                0.83083,                0.66239,                0.77568,                 0.7211,                 1.3502,             0.00032553,             0.00032553,             0.00032553
                     80,                0.48812,                0.52922,                 1.0914,                0.78935,                0.79633,                0.83218,                0.66418,                0.75964,                0.72024,                 1.3401,             0.00031138,             0.00031138,             0.00031138
                     81,                0.47941,                0.52111,                 1.0872,                0.80072,                0.79347,                0.83583,                0.67228,                0.76484,                0.73173,                 1.3331,             0.00029723,             0.00029723,             0.00029723
                     82,                0.46799,                0.50536,                 1.0806,                0.80793,                0.77709,                0.83875,                0.67868,                0.74797,                0.71335,                 1.3202,             0.00028308,             0.00028308,             0.00028308
                     83,                 0.4777,                0.51162,                 1.0841,                0.81966,                0.77609,                0.84239,                0.67269,                0.76434,                0.70348,                 1.3435,             0.00026894,             0.00026894,             0.00026894
                     84,                0.47601,                 0.5016,                 1.0857,                0.74897,                0.83181,                0.83699,                0.67495,                0.74371,                 0.7155,                  1.323,             0.00025479,             0.00025479,             0.00025479
                     85,                0.47182,                0.49405,                 1.0864,                0.76994,                0.81727,                0.84095,                0.68136,                0.74075,                0.69337,                 1.3246,             0.00024064,             0.00024064,             0.00024064
                     86,                0.46992,                0.49343,                 1.0827,                0.86453,                0.73699,                0.84332,                0.68036,                0.74476,                0.69887,                  1.314,              0.0002265,              0.0002265,              0.0002265
                     87,                0.46658,                0.48224,                 1.0798,                0.77626,                0.78686,                0.83299,                0.67227,                 0.7495,                0.70929,                 1.3288,             0.00021235,             0.00021235,             0.00021235
                     88,                0.46775,                0.48528,                 1.0776,                0.81476,                0.76016,                0.83095,                0.66756,                0.75382,                0.73905,                 1.3307,              0.0001982,              0.0001982,              0.0001982
                     89,                0.45573,                0.47419,                 1.0713,                0.80063,                0.78473,                0.83027,                0.67299,                0.74917,                0.72659,                 1.3249,             0.00018406,             0.00018406,             0.00018406
                     90,                0.45859,                0.51004,                 1.0752,                0.78109,                0.79546,                0.83924,                0.67699,                0.75148,                0.70892,                 1.3315,             0.00016991,             0.00016991,             0.00016991
                     91,                0.45891,                0.48566,                 1.0748,                0.80321,                0.79198,                0.83507,                0.66671,                0.75944,                0.70168,                 1.3392,             0.00015576,             0.00015576,             0.00015576
                     92,                0.44714,                0.46893,                 1.0655,                0.79762,                 0.7987,                0.83341,                0.67385,                0.73603,                0.70302,                 1.3162,             0.00014161,             0.00014161,             0.00014161
                     93,                0.45123,                0.47474,                  1.073,                0.81871,                0.76592,                0.83226,                0.67275,                 0.7487,                0.70625,                 1.3243,             0.00012747,             0.00012747,             0.00012747
                     94,                0.44662,                0.46196,                 1.0632,                0.80256,                0.78758,                0.83039,                0.67238,                0.73624,                0.70321,                 1.3101,             0.00011332,             0.00011332,             0.00011332
                     95,                0.44427,                0.47758,                 1.0641,                0.84389,                0.76293,                0.83286,                0.67026,                0.73669,                0.70842,                 1.3099,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.43186,                0.44992,                 1.0559,                0.82327,                0.77883,                0.82637,                0.66528,                0.75596,                0.72068,                 1.3385,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.43915,                0.45646,                 1.0588,                0.78848,                0.78754,                0.82455,                0.66563,                0.75081,                0.71979,                 1.3358,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 0.4403,                0.46269,                 1.0594,                0.84943,                0.74326,                0.82423,                0.66316,                0.74488,                 0.7283,                 1.3251,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.43905,                0.45924,                 1.0572,                0.85035,                0.74419,                0.82712,                0.66765,                0.74012,                0.71695,                 1.3204,             4.2584e-05,             4.2584e-05,             4.2584e-05
